"date","machine_id","assembly_line_no","hydraulic_pressu","coolant_pressure","air_system_press","coolant_temperat","hydraulic_oil_te","spindle_bearing_","spindle_vibratio","tool_vibration_m","spindle_speed_rp","voltage_volts","torque_nm","cutting_kn","downtime"
"2022-03-25","MAKINO-L3-UNIT1-2015","Shop Floor, L3","172.815982","5.62","6.14","26.1","48.3","41.1","1.368","15.299","14152.0","341.0","21.20844069","3.0","NO_MACHINE_FAILURE"
"2022-03-25","MAKINO-L2-UNIT1-2015","Shop Floor, L2","93.53","4.17","6.77","25.2","49.6","31.7","1.559","37.435","21951.0","339.0","28.50501552","3.55","MACHINE_FAILURE"
"2022-03-25","MAKINO-L1-UNIT1-2013","Shop Floor, L1","83.07","4.18","5.87","7.6","48.3","39.7","1.459","24.305","16775.0","460.0","28.45913562","2.21","MACHINE_FAILURE"
"2022-03-25","MAKINO-L3-UNIT1-2015","Shop Floor, L3","51.32","4.17","6.18","6.3","46.9","42.4","0.651","18.067","26526.0","332.0","0.0","3.61","MACHINE_FAILURE"
"2022-03-25","MAKINO-L3-UNIT1-2015","Shop Floor, L3","79.76","4.16","6.32","26.3","53.0","38.5","0.973","20.902","23432.0","296.0","28.58181165","2.33","MACHINE_FAILURE"
"2022-03-25","MAKINO-L2-UNIT1-2015","Shop Floor, L2","145.98","4.18","6.69","10.0","47.5","35.2","1.202","32.594","16797.0","372.0","28.42186105","2.38","MACHINE_FAILURE"
"2022-03-25","MAKINO-L1-UNIT1-2013","Shop Floor, L1","75.62","4.16","6.39","18.0","47.1","29.1","0.68","25.313","16701.0","320.0","28.58523442","2.41","MACHINE_FAILURE"
"03-25-2022","MAKINO-L3-UNIT1-2015","Shop Floor, L3","96.86","4.18","6.65","4.5","43.2","31.0","1.231","35.413","16775.0","431.0","28.45913562","2.51","MACHINE_FAILURE"
"2022-03-25","MAKINO-L2-UNIT1-2015","Shop Floor, L2","79.51","4.18","6.95","12.3","49.0","28.2","0.63","32.184","27957.0","326.0","28.48460621","3.55","MACHINE_FAILURE"
"2022-03-25","MAKINO-L1-UNIT1-2013","Shop Floor, L1","92.21","4.17","7.01","29.3","40.1","34.8","0.985","27.389","27613.0","275.0","28.55616701","3.67","MACHINE_FAILURE"
"2022-03-25","MAKINO-L2-UNIT1-2015","Shop Floor, L2","72.34","4.17","5.59","4.6","46.0","31.5","0.32","26.858","26605.0","326.0","28.5510436","3.69","MACHINE_FAILURE"
"2022-03-25","MAKINO-L1-UNIT1-2013","Shop Floor, L1","54.71","4.18","6.23","26.4","46.6","34.0","1.07","12.775","17919.0","322.0","28.44726493","3.58","MACHINE_FAILURE"
"2022-02-25","MAKINO-L3-UNIT1-2015","Shop Floor, L3","137.37","4.79","6.33","22.7","45.6","32.9","0.314","32.538","27613.0","322.0	","24.68724791","3.61","MACHINE_FAILURE"
"2022-02-25","MAKINO-L2-UNIT1-2015","SHOP FLOOR-L2","137.1867464","5.35","6.58","23.6","48.9","37.8","1.295","11.803","17726.0","296.0","22.21921251","3.11","NO_MACHINE_FAILURE"
"02-25-2022","MAKINO-L3-UNIT1-2015","Shop Floor, L3","101.8965424","5.34","6.84","9.9","50.9","38.6","0.661","39.6","13272.0","369.0","22.25857889","2.91","NO_MACHINE_FAILURE"
"2022-02-25","MAKINO-L1-UNIT1-2013","Shop Floor, L1","130.6345481","5.34","5.68","11.9","44.1","35.4","1.425","17.681","14266.0","408.0","22.23577084","2.84","NO_MACHINE_FAILURE"
"2022-02-25","MAKINO-L3-UNIT1-2015","Shop Floor, L3","100.1580973","5.35","6.73","12.2","53.3","39.5","0.983","23.911","15217.0","293.0","22.21714445","3.03","NO_MACHINE_FAILURE"
"2022-02-25","MAKINO-L1-UNIT1-2013","Shop Floor, L1","138.2086377","5.32","6.42","23.4","47.4","40.0","0.874","35.703","19197.0","338.0","33.35511961","2.94","NO_MACHINE_FAILURE"
"2022-02-25","MAKINO-L3-UNIT1-2015","Shop Floor, L3","139.34","4.79","6.91","12.5","49.3","31.0","1.427","29.247","19289.0","421.0","24.74996112","2.61","MACHINE_FAILURE"
"2022-02-25","MAKINO-L3-UNIT1-2015","Shop Floor, L3","127.5823982","5.32","6.63","23.4","52.7","34.0","1.643","19.714","15217.0","398.0","22.30641996","2.88","NO_MACHINE_FAILURE"
"2022-02-25","MAKINO-L3-UNIT1-2015","Shop Floor, L3","80.27","4.79","6.44","15.0","49.0","33.6","1.053","35.252","19339.0","348.0","24.68597135","2.86","MACHINE_FAILURE"
"2022-02-25","MAKINO-L3-UNIT1-2015","Shop Floor, L3","134.02","4.84","6.75","10.2","45.8","35.5","1.706","18.692","20504.0","325.0","25.0","3.69","MACHINE_FAILURE"
"2022-02-25","MAKINO-L2-UNIT1-2015","Shop Floor, L2","135.93","4.79","6.67","26.0","50.3","34.3","1.126","40.503","26605.0","336.0","24.72944833","3.67","MACHINE_FAILURE"
"25-Feb-2022","MAKINO-L1-UNIT1-2013","Shop Floor, L1","142.36","4.79","6.49","13.7","40.6","28.2","0.817","11.534","19316.0","	353.0","24.7153655","2.54","MACHINE_FAILURE"
"2022-02-25","MAKINO-L2-UNIT1-2015","Shop Floor, L2","64.25","6.8","6.15","25.2","47.7","42.2","1.045","13.41","19348.0","311.0","24.67448832","2.6","MACHINE_FAILURE"
"2022-02-25","MAKINO-L1-UNIT1-2013","Shop Floor, L1","95.58","4.79","7.04","25.7","45.1","36.2","1.278","30.617","19340.0","342.0","24.68469493","2.86","MACHINE_FAILURE"
"2022-02-25","MAKINO-L1-UNIT1-2013","Shop Floor, L1","68.6","4.8","6.87","26.6","43.6","33.1","0.982","28.31","19349.0","334.0","24.67321309","2.59","MACHINE_FAILURE"
"2022-02-25","MAKINO-L1-UNIT1-2013","Shop Floor, L1","86.42","5.92","7.0","6.1","48.1","41.2","0.532","23.505","19321.0","395.0","24.70896952","2.76","MACHINE_FAILURE"
"25-02-2022","MAKINO-L2-UNIT1-2015","Shop Floor, L2","101.3247628","5.34","6.83","8.7","51.9","31.4","1.191","25.611","19197.0","370.0","22.26584581","2.9","NO_MACHINE_FAILURE"
"2022-02-25","MAKINO-L2-UNIT1-2015","Shop Floor, L2","140.6438248","5.34","6.5","7.4","43.0","27.3","0.648","32.304","18436.0","294.0","22.25235387","2.89","NO_MACHINE_FAILURE"
"2022-02-25","MAKINO-L2-UNIT1-2015","SHOP FLOOR-L2","77.57","4.8","6.64","24.3","44.0","36.8","0.892","25.796","19348.0","300.0","24.67448832","2.63","MACHINE_FAILURE"
"2022-02-25","MAKINO-L2-UNIT1-2015","Shop Floor, L2","68.97","4.8","0.0","17.0","49.1","37.0","0.94","24.307","19345.0","349.0","24.67831481","3.65","MACHINE_FAILURE"
"25-Feb-2022","MAKINO-L3-UNIT1-2015","Shop Floor, L3","59.63","6.86","5.56","5.0","39.1","35.4","0.778","22.247","19311.0","302.0","24.7217648","2.59","MACHINE_FAILURE"
"2022-02-25","MAKINO-L1-UNIT1-2013","Shop Floor, L1","61.73","4.79","6.38","14.6","50.3","35.2","0.87","12.807","19333.0","346.0","24.69363265","2.7","MACHINE_FAILURE"
"2022-02-25","MAKINO-L1-UNIT1-2013","Shop Floor, L1","119.2628702","5.33","6.75","5.7","44.0","34.2","0.336","32.064","21419.0","	337.0","22.28871563","2.95","NO_MACHINE_FAILURE"
"2022-01-25","MAKINO-L2-UNIT1-2015","Shop Floor, L2","56.91","5.57","6.29","12.4","51.6","28.7","1.03","28.053","19188.0","397.0","24.88023765","2.71","MACHINE_FAILURE"
"2022-01-25","MAKINO-L2-UNIT1-2015","Shop Floor, L2","105.0901352","3.05","6.46","22.6","49.6","39.5","1.246","15.139","21057.0","473.0","22.67189058","2.97","NO_MACHINE_FAILURE"
"2022-01-25","MAKINO-L2-UNIT1-2015","Shop Floor, L2","148.8822967","3.16","6.27","12.2","54.2","35.3","0.912","25.833","21107.0","297.0","22.61818354","3.1","NO_MACHINE_FAILURE"
"2021-12-24","MAKINO-L1-UNIT1-2013","Shop Floor, L1","114.1453675","5.15","6.64","21.7","45.5","30.3","0.666","30.961","20695.0","363.0","23.06847065","2.89","NO_MACHINE_FAILURE"
"2021-11-24","MAKINO-L3-UNIT1-2015","Shop Floor, L3","88.64","6.56","6.21","6.1","44.4","36.8","0.815","24.067","0.0","328.0","29.00552889","0.0","MACHINE_FAILURE"
"2022-05-24","MAKINO-L1-UNIT1-2013","Shop Floor, L1","110.7176597","5.15","6.78","21.7","49.1","30.7","0.747","29.742","20698.0","350.0","23.06512707","1.91","NO_MACHINE_FAILURE"
"2022-04-24","MAKINO-L2-UNIT1-2015","Shop Floor, L2","129.1277004","5.12","7.26","10.6","47.1","36.3","0.891","27.744","20597.0","352.0","34.97300419","2.11","NO_MACHINE_FAILURE"
"2022-04-24","MAKINO-L1-UNIT1-2013","Shop Floor, L1","112.4868133","5.13","6.88","5.7","47.5","34.8","1.281","26.08","20613.0","349.0","30.51400825","2.88","NO_MACHINE_FAILURE"
"2022-04-24","MAKINO-L1-UNIT1-2013","Shop Floor, L1","130.4351649","5.12","7.32","12.2","49.5","40.3","0.714","10.143","20572.0","416.0","32.37045571","1.86","NO_MACHINE_FAILURE"
"2022-04-24","MAKINO-L3-UNIT1-2015","Shop Floor-L3	","125.7843388","5.12","6.55","9.9","44.8","37.1","1.296","12.371","20594.0","330.0","33.92336502","2.17","NO_MACHINE_FAILURE"
"2022-04-24","MAKINO-L3-UNIT1-2015","Shop Floor, L3","111.386512","5.12","7.11","6.8","43.5","33.8","0.738","20.794","20595.0","412.0","35.5812209","2.01","NO_MACHINE_FAILURE"
"2022-04-24","MAKINO-L2-UNIT1-2015","Shop Floor, L2","109.7058679","5.12","6.43","4.5","42.2","36.5","0.794","20.353","20584.0","342.0","33.92336502","2.88","NO_MACHINE_FAILURE"
"2022-04-24","MAKINO-L3-UNIT1-2015","Shop Floor, L3","137.6339947","5.12","6.77","21.4","42.3","34.6","0.709","25.712","20587.0","334.0","23.18948851","2.96","NO_MACHINE_FAILURE"
"24-Apr-2022","MAKINO-L2-UNIT1-2015","Shop Floor, L2","110.9528774","5.0","6.63","21.4","43.1","33.4","1.005","21.426","20575.0","405.0","23.20301337","3.0","NO_MACHINE_FAILURE"
"2022-04-24","MAKINO-L1-UNIT1-2013","Shop Floor, L1","134.54","7.0","6.65","8.0","48.3","32.9","0.47","36.048","21951.0","334.0","0.0","3.67","MACHINE_FAILURE"
"2022-03-24","MAKINO-L1-UNIT1-2013","Shop Floor, L1","98.7","5.92","6.95","16.7","49.6","38.0","1.135","20.887","27957.0","  326.0  ","28.78343181","3.55","MACHINE_FAILURE"
"2022-03-24","MAKINO-L1-UNIT1-2013","Shop Floor, L1","76.74","4.1","6.45","24.1","47.5","36.5","1.075","22.964","16395.0","314.0","16.96410507","2.2","MACHINE_FAILURE"
"2022-03-24","MAKINO-L3-UNIT1-2015","Shop Floor, L3","125.95","6.56","6.81","26.7","45.6","36.0","1.06","37.934","17919.0","414.0","29.14898034","3.55","MACHINE_FAILURE"
"2022-03-24","MAKINO-L2-UNIT1-2015","Shop Floor, L2","139.34","5.36","6.8","18.6","46.0","36.7","0.679","26.659","20504.0","307.0","29.20783114","2.49","MACHINE_FAILURE"
"2022-03-24","MAKINO-L2-UNIT1-2015","Shop Floor, L2","121.0226115","5.65","6.3","5.7","43.0","34.1","0.774","29.641","19197.0","388.0","21.12865678","1.87","NO_MACHINE_FAILURE"
"2022-03-24","MAKINO-L1-UNIT1-2013","Shop Floor, L1","112.4224642","5.65","6.58","26.3","51.1","34.8","1.301","24.465","22603.0","342.0","21.1211786","2.11","NO_MACHINE_FAILURE"
"2022-03-24","MAKINO-L2-UNIT1-2015","Shop Floor, L2","145.98","4.84","6.97","14.0","48.7","33.5","0.424","29.275","27333.0","304.0","29.115204","2.35","MACHINE_FAILURE"
"2022-03-24","MAKINO-L1-UNIT1-2013","Shop Floor, L1","127.8264919","5.59","6.01","25.8","40.7","35.2","1.033","33.793","22393.0","335.0","21.31925155","2.02","NO_MACHINE_FAILURE"
"2022-03-24","MAKINO-L1-UNIT1-2013","Shop Floor, L1","137.4455053","5.62","5.59","4.5","48.8","33.5","1.167","21.928","19197.0","322.0","21.2065565","2.93","NO_MACHINE_FAILURE"
"2022-03-24","MAKINO-L2-UNIT1-2015","Shop Floor, L2","92.44","6.89","6.16","27.0","47.8","35.8","1.184","17.086","20801.0","386.0","29.13830566","3.59","MACHINE_FAILURE"
"2022-03-24","MAKINO-L1-UNIT1-2013","Shop Floor, L1","134.4519637","5.59","5.7","25.9","43.4","31.5","1.0","20.061","22405.0","211.0","33.35511961","3.17","NO_MACHINE_FAILURE"
"2022-03-24","MAKINO-L3-UNIT1-2015","Shop Floor, L3","134.54","4.09","6.35","5.1","44.8","40.7","0.639","12.853","0.0","314.0","29.12941607","2.17","MACHINE_FAILURE"
"2022-03-24","MAKINO-L1-UNIT1-2013","Shop Floor, L1","141.14","4.11","6.58","8.1","41.3","35.5","0.997","43.893","16541.0","366.0","28.8617375","2.22","MACHINE_FAILURE"
"2022-03-24","MAKINO-L3-UNIT1-2015","Shop Floor, L3","118.9057732","5.58","7.31","7.4","47.4","36.8","0.377","37.228","22331.0","380.0","32.51929855","1.99","NO_MACHINE_FAILURE"
"2022-03-24","MAKINO-L1-UNIT1-2013","Shop Floor, L1","123.7131151","5.59","6.74","10.6","45.6","37.3","0.677","20.314","22394.0","353.0","21.31829954","3.23","NO_MACHINE_FAILURE"
"2022-03-24","MAKINO-L3-UNIT1-2015","Shop Floor, L3","63.76","4.57","6.73","13.7","49.2","37.1","1.257","12.189","23432.0","342.0","29.18283514","3.93","MACHINE_FAILURE"
"2022-03-24","MAKINO-L3-UNIT1-2015","Shop Floor, L3","141.915553","5.62","6.68","7.4","44.0","40.0","1.213","15.52","22511.0","303.0","32.37045571","3.0","NO_MACHINE_FAILURE"
"2022-03-24","MAKINO-L1-UNIT1-2013","Shop Floor, L1","114.4014569","5.59","6.21","8.7","47.3","39.0","0.842","20.699","22383.0","341.0","35.58033366","2.02","NO_MACHINE_FAILURE"
"2022-03-24","MAKINO-L2-UNIT1-2015","Shop Floor, L2","136.9081305","5.59","7.11","4.5","0.0","34.9","0.602","27.411","22369.0","416.0","35.58033366","1.87","NO_MACHINE_FAILURE"
"2022-03-24","MAKINO-L3-UNIT1-2015","Shop Floor, L3","132.8734571","5.59","5.98","8.7","47.0","35.4","0.755","15.061","22380.0","359.0","33.92336502","1.95","NO_MACHINE_FAILURE"
"2022-03-24","MAKINO-L3-UNIT1-2015","Shop Floor, L3","80.27","6.86","6.29","22.0","50.8","44.4","1.301","21.768","27613.0","349.0","29.2507812","3.49","MACHINE_FAILURE"
"2022-03-24","MAKINO-L2-UNIT1-2015","Shop Floor, L2","61.73","4.86","6.94","6.9","49.3","33.8","1.09","34.469","26605.0","381.0","29.213193","3.91","MACHINE_FAILURE"
"2022-02-24","MAKINO-L2-UNIT1-2015","Shop Floor, L2","148.5053488","5.32","6.58","11.9","52.2","34.4","0.703","21.298","14266.0","387.0","35.5812209","3.11","NO_MACHINE_FAILURE"
"24-Feb-2022","MAKINO-L3-UNIT1-2015","Shop Floor, L3","142.0082012","5.29","7.16","5.7","51.8","30.5","0.0","26.161","16198.0","310.0","22.4606916","1.88","NO_MACHINE_FAILURE"
"2022-02-24","MAKINO-L2-UNIT1-2015","Shop Floor, L2","106.8922785","5.32","6.0","7.4","44.4","36.4","0.69","25.064","18436.0","323.0","32.0","1.95","NO_MACHINE_FAILURE"
"2022-02-24","MAKINO-L2-UNIT1-2015","Shop Floor, L2","128.8130869","5.31","6.43","8.7","44.8","36.2","0.958","27.853","19197.0","359.0","32.52","2.74","NO_MACHINE_FAILURE"
"2022-02-24","MAKINO-L1-UNIT1-2013","Shop Floor, L1","142.6360534","5.32","6.26","10.6","49.6","36.4","1.316","13.418","14152.0","360.0","34.97300419","3.11","NO_MACHINE_FAILURE"
"2022-02-24","MAKINO-L2-UNIT1-2015","Shop Floor, L2","114.4595853","3.05","5.6","5.7","41.7","32.6","1.036","22.288","21294.0","477.0","34.97300419","3.06","NO_MACHINE_FAILURE"
"2022-02-24","MAKINO-L3-UNIT1-2015","Shop Floor, L3","136.3214721","5.31","6.31","6.8","45.2","38.2","1.17","27.173","21355.0","382.0","34.97300419","2.75","NO_MACHINE_FAILURE"
"2022-02-24","MAKINO-L3-UNIT1-2015","Shop Floor, L3","145.8448023","3.05","7.0","4.5","45.0","40.3","1.277","22.994","21295.0","429.0","33.92336502","2.88","NO_MACHINE_FAILURE"
"2022-02-24","MAKINO-L3-UNIT1-2015","Shop Floor, L3","91.89","4.81","6.23","24.4","44.2","34.6","0.531","19.374","27957.0","357.0","24.59947442","3.55","MACHINE_FAILURE"
"2022-02-24","MAKINO-L2-UNIT1-2015","Shop Floor, L2","60.06","4.78","0.0","30.3","47.9","36.7","0.553","25.963","21951.0","348.0","24.75252761","3.55","MACHINE_FAILURE"
"2022-02-24","MAKINO-L2-UNIT1-2015","Shop Floor, L2","128.8130869","3.13","6.43","8.7","44.8","36.2","0.958","27.853","22126.0","359.0","21.57651632","3.18","NO_MACHINE_FAILURE"
"2022-02-24","MAKINO-L3-UNIT1-2015","Shop Floor, L3","94.93","4.84","6.54","26.0","48.5","42.5","1.05","25.291","25528.0","328.0","24.87505211","3.93","MACHINE_FAILURE"
"2022-02-24","MAKINO-L2-UNIT1-2015","Shop Floor, L2","138.2282164","5.3","6.62","11.9","0.0","28.6","1.291","29.646","21294.0","352.0","31.62033518","3.06","NO_MACHINE_FAILURE"
"2022-02-24","MAKINO-L2-UNIT1-2015","Shop Floor, L2","67.73","4.76","6.58","25.6","47.8","34.3","0.628","23.519","17919.0","328.0","24.85950844","3.58","MACHINE_FAILURE"
"2022-02-24","MAKINO-L3-UNIT1-2015","Shop Floor, L3","101.8212798","5.3","5.93","5.7","47.0","34.9","1.119","39.654","17726.0","281.0","33.92336502","0.0","NO_MACHINE_FAILURE"
"2022-02-24","MAKINO-L1-UNIT1-2013","Shop Floor, L1","108.9688145","5.3","6.0","23.1","44.6","36.8","1.544","17.911","13272.0","365.0","22.43219622","1.85","NO_MACHINE_FAILURE"
"2022-02-24","MAKINO-L3-UNIT1-2015","Shop Floor, L3","91.77","0.0","6.17","29.8","43.4","31.7","0.945","14.81","20504.0","447.0","24.75252761","3.67","MACHINE_FAILURE"
"2022-02-24","MAKINO-L1-UNIT1-2013","Shop Floor, L1","82.45","4.82","5.97","28.7","45.7","32.0","0.901","28.348","26605.0","289.0","24.59440523","3.69","MACHINE_FAILURE"
"2022-02-24","MAKINO-L2-UNIT1-2015","Shop Floor, L2","58.4","4.81","6.3","27.0","52.0","33.8","0.846","23.448","27613.0","387.0","24.61469451","3.67","MACHINE_FAILURE"
"2022-02-24","MAKINO-L3-UNIT1-2015","Shop Floor, L3","140.8120063","5.32","6.68","23.4","42.0","37.5","1.237","24.249","21388.0","296.0","22.32102113","2.02","NO_MACHINE_FAILURE"
"2022-02-24","MAKINO-L3-UNIT1-2015","Shop Floor, L3","95.45","4.78","6.61","26.4","47.3","36.5","1.109","30.765","26526.0","394.0","24.75381105","3.61","MACHINE_FAILURE"
"2022-02-24","MAKINO-L3-UNIT1-2015","Shop Floor, L3","82.36","4.8","7.01","25.6","46.9","35.9","0.768","37.08","23432.0","346.0","24.66938818","2.7","MACHINE_FAILURE"
"2022-02-24","MAKINO-L1-UNIT1-2013","Shop Floor, L1","96.02","4.82","6.08","24.4","48.8","29.7","0.64","20.646","19418.0","365.0","24.58553919","3.67","MACHINE_FAILURE"
"2022-02-24","MAKINO-L3-UNIT1-2015","Shop Floor, L3","67.73","4.81","5.86","29.8","54.0","33.1","1.301","18.827","19369.0","382.0","24.64773607","2.87","MACHINE_FAILURE"
"2022-02-24","MAKINO-L2-UNIT1-2015","Shop Floor, L2","83.06","4.81","6.47","12.4","44.1","34.7","0.659","23.588","19371.0","435.0","24.64519127","3.67","MACHINE_FAILURE"
"2022-02-24","MAKINO-L2-UNIT1-2015","Shop Floor, L2","59.36","4.8","7.04","25.6","45.4","30.9","0.903","36.092","19355.0","339.0","24.66556445","2.64","MACHINE_FAILURE"
"2022-02-24","MAKINO-L3-UNIT1-2015","Shop Floor, L3","76.84","4.81","6.09","26.4","59.5","43.5","0.709","24.568","19380.0","363.0","24.63374613","2.83","MACHINE_FAILURE"
"2022-02-24","MAKINO-L2-UNIT1-2015","Shop Floor, L2","67.99","4.8","6.71","27.0","47.3","36.0","1.596","25.165","19362.0","350.0","24.65664704","2.67","MACHINE_FAILURE"
"2022-01-24","MAKINO-L3-UNIT1-2015","Shop Floor, L3","121.0567988","5.24","6.55","11.9","53.2","25.5","0.532","16.286","21071.0","329.0","33.35511961","2.02","NO_MACHINE_FAILURE"
"2022-01-24","MAKINO-L2-UNIT1-2015","Shop Floor, L2","118.6941205","5.23","6.3","22.5","48.0","33.6","0.864","17.754","19197.0","351.0","22.69560257","2.11","NO_MACHINE_FAILURE"
"2022-01-24","MAKINO-L3-UNIT1-2015","Shop Floor, L3","94.27","4.76","6.84","26.4","40.1","34.3","0.516","21.67","19199.0","386.0","16.44955444","2.55","MACHINE_FAILURE"
"2022-01-24","MAKINO-L3-UNIT1-2015","Shop Floor, L3","64.3","4.76","6.63","10.8","46.8","33.0","1.072","27.662","19201.0","403.0","15.90071615","2.76","MACHINE_FAILURE"
"2022-01-24","MAKINO-L3-UNIT1-2015","Shop Floor, L3","121.02847","5.23","7.24","22.5","48.6","41.1","0.839","30.693","14152.0","230.0","34.97300419","2.86","NO_MACHINE_FAILURE"
"2022-01-24","MAKINO-L2-UNIT1-2015","Shop Floor, L2","142.5502468","3.89","6.81","22.6","47.2","36.1","0.87","19.765","15217.0","285.0","32.37045571","2.94","NO_MACHINE_FAILURE"
"2022-01-24","MAKINO-L2-UNIT1-2015","Shop Floor, L2","144.0540113","3.11","6.43","22.5","53.7","31.3","1.704","24.988","21030.0","331.0","22.70099857","2.8","NO_MACHINE_FAILURE"
"2022-05-23","MAKINO-L3-UNIT1-2015","Shop Floor, L3","103.8815796","3.11","7.01","21.7","43.9","33.5","1.301","27.61","20698.0","287.0","35.5812209","2.88","NO_MACHINE_FAILURE"
"2022-04-23","MAKINO-L3-UNIT1-2015","Shop Floor, L3","157.7775077","3.13","6.0","21.5","40.7","38.7","0.992","34.88","20611.0","321.0","33.92336502","2.95","NO_MACHINE_FAILURE"
"2022-04-23","MAKINO-L2-UNIT1-2015","Shop Floor, L2","149.8179485","3.05","7.12","21.5","45.4","30.0","0.934","26.472","20602.0","345.0","30.51400825","2.87","NO_MACHINE_FAILURE"
"2022-04-23","MAKINO-L3-UNIT1-2015","Shop Floor, L3","72.94","4.59","6.17","9.8","46.5","28.1","0.971","29.207","18531.0","337.0","17.89931102","2.75","MACHINE_FAILURE"
"2022-04-23","MAKINO-L2-UNIT1-2015","Shop Floor, L2","143.3169567","3.11","6.71","21.4","50.7","34.7","1.102","14.596","20567.0","433.0","34.97300419","2.92","NO_MACHINE_FAILURE"
"2022-04-23","MAKINO-L2-UNIT1-2015","Shop Floor, L2","128.7171237","3.89","7.19","21.4","48.4","34.6","1.279","23.393","20567.0","375.0","31.62033518","3.02","NO_MACHINE_FAILURE"
"2022-04-23","MAKINO-L2-UNIT1-2015","SHOPFLOOR-L2	","98.82928898","3.05","7.08","21.5","49.7","42.2","0.499","25.16","20607.0","325.0","35.58033366","2.83","NO_MACHINE_FAILURE"
"2022-04-23","MAKINO-L3-UNIT1-2015","Shop Floor, L3","129.4596461","3.16","6.43","21.4","47.5","27.0","1.157","28.696","20564.0","274.0","32.37045571","2.76","NO_MACHINE_FAILURE"
"2022-03-23","MAKINO-L2-UNIT1-2015","Shop Floor, L2","160.3538284","5.66","6.42","26.4","52.8","36.0","1.064","25.985","14152.0"," 363.0","33.35511961","1.85","NO_MACHINE_FAILURE"
"2022-03-23","MAKINO-L3-UNIT1-2015","Shop Floor, L3","128.562007","5.65","6.41","26.3","42.0","34.2","0.4","25.479","19197.0","374.0","21.10717128","1.95","NO_MACHINE_FAILURE"
"2022-03-23","MAKINO-L2-UNIT1-2015","Shop Floor, L2","135.93","4.24","6.93","7.5","40.7","34.4","1.117","27.324","16988.0","363.0","28.10230751","2.33","MACHINE_FAILURE"
"2022-03-23","MAKINO-L3-UNIT1-2015","Shop Floor, L3","88.11041871","3.05","6.87","26.4","47.8","30.5","0.822","15.382","15217.0","260.0","33.92336502","3.0","NO_MACHINE_FAILURE"
"2022-03-23","MAKINO-L2-UNIT1-2015","Shop Floor, L2","132.8324943","5.66","7.1","5.7","46.5","33.7","1.091","16.251","22639.0","261.0","21.08759221","99999.0","NO_MACHINE_FAILURE"
"2022-03-23","MAKINO-L1-UNIT1-2013","Shop Floor, L1","72.3","4.24","5.68","10.3","41.4","35.2","0.615","24.015","16993.0","333.0","28.09403872","2.24","MACHINE_FAILURE"
"2022-03-23","MAKINO-L3-UNIT1-2015","Shop Floor, L3","92.95","4.24","6.35","24.3","43.0","34.1","1.211","27.098","16996.0","343.0","28.08907978","2.0","MACHINE_FAILURE"
"2022-03-23","MAKINO-L3-UNIT1-2015","Shop Floor, L3","96.48","4.1","7.21","10.3","52.3","41.3","1.365","28.513","16455.0","258.0","29.01257976","2.37","MACHINE_FAILURE"
"2022-03-23","MAKINO-L3-UNIT1-2015","Shop Floor, L3","120.534968","5.66","6.6","26.4","47.3","33.5","1.05","27.834","15217.0","424.0","21.08666078","1.87","NO_MACHINE_FAILURE"
"2022-03-23","MAKINO-L2-UNIT1-2015","Shop Floor, L2","71.64","6.96","5.69","29.8","48.1","36.7","1.771","23.557","25528.0","367.0","28.97735964","3.58","MACHINE_FAILURE"
"2022-03-23","MAKINO-L2-UNIT1-2015","Shop Floor, L2","73.4","6.89","6.51","24.4","56.9","35.3","1.322","31.812","26526.0","310.0","28.91592974","3.59","MACHINE_FAILURE"
"2022-03-23","MAKINO-L1-UNIT1-2013","shopfloor-l1	","82.14","4.84","6.42","30.3","51.8","42.4","0.172","29.235","23432.0","337.0","28.94573455","3.93","MACHINE_FAILURE"
"2022-03-23","MAKINO-L3-UNIT1-2015","Shop Floor, L3","159.5445114","3.89","6.56","26.4","54.7","29.2","1.488","23.444","22663.0","372.0","21.06526056","1.95","NO_MACHINE_FAILURE"
"2022-03-23","MAKINO-L1-UNIT1-2013","Shop Floor, L1","52.75","5.57","6.87","30.3","46.5","40.4","0.647","19.065","27613.0","367.0","28.12051599","3.61","MACHINE_FAILURE"
"2022-03-23","MAKINO-L3-UNIT1-2015","Shop Floor-L3	","51.04","5.92","6.54","25.6","0.0","33.0","0.554","22.031","27613.0","301.0","28.86348247","3.49","MACHINE_FAILURE"
"2022-03-23","MAKINO-L1-UNIT1-2013","Shop Floor, L1","139.1327475","5.65","6.28","26.3","38.3","37.6","1.059","23.462","22603.0","365.0","21.1211786","3.0","NO_MACHINE_FAILURE"
"2022-03-23","MAKINO-L2-UNIT1-2015","Shop Floor, L2","146.3361505","5.66","6.52","26.3","52.0","31.5","0.953","14.345","22628.0","268.0","21.09784338","2.01","NO_MACHINE_FAILURE"
"2022-03-23","MAKINO-L2-UNIT1-2015","Shop Floor, L2","112.5104127","5.65","6.52","26.3","50.0","31.5","1.0","9.138","22605.0","291.0","21.11930989","1.91","NO_MACHINE_FAILURE"
"2022-03-23","MAKINO-L1-UNIT1-2013","Shop Floor, L1","120.9186181","0.0","6.26","26.3","48.0","44.5","0.776","21.127","22612.0","324.0","21.11277198","1.95","NO_MACHINE_FAILURE"
"2022-03-23","MAKINO-L3-UNIT1-2015","Shop Floor, L3","99.15558105","3.9","6.42","26.4","50.5","38.2","0.393","27.333","22672.0","  379.0  ","21.05689838","3.0","NO_MACHINE_FAILURE"
